S1_CAIHDJAA_00001	S1_CAIHDJAA_00001
S1_CAIHDJAA_00033	S1_CAIHDJAA_00033
S1_CAIHDJAA_00066	S1_CAIHDJAA_00066
S1_CAIHDJAA_00100	S1_CAIHDJAA_00100
S1_CAIHDJAA_00132	S1_CAIHDJAA_00132
S1_CAIHDJAA_00164	S1_CAIHDJAA_00164
S1_CAIHDJAA_00196	S1_CAIHDJAA_00196
S1_CAIHDJAA_00229	S1_CAIHDJAA_00229
S1_CAIHDJAA_00261	S1_CAIHDJAA_00261
S1_CAIHDJAA_00293	S1_CAIHDJAA_00293
S1_CAIHDJAA_00325	S1_CAIHDJAA_00325
S1_CAIHDJAA_00357	S1_CAIHDJAA_00357
S1_CAIHDJAA_00389	S1_CAIHDJAA_00389
S1_CAIHDJAA_00421	S1_CAIHDJAA_00421
S1_CAIHDJAA_00453	S1_CAIHDJAA_00453
S1_CAIHDJAA_00485	S1_CAIHDJAA_00485
S1_CAIHDJAA_00522	S1_CAIHDJAA_00522
S1_CAIHDJAA_00554	S1_CAIHDJAA_00554
S1_CAIHDJAA_00587	S1_CAIHDJAA_00587
S1_CAIHDJAA_00621	S1_CAIHDJAA_00621
S1_CAIHDJAA_00654	S1_CAIHDJAA_00654
S1_CAIHDJAA_00689	S1_CAIHDJAA_00689
S1_CAIHDJAA_00721	S1_CAIHDJAA_00721
S1_CAIHDJAA_00753	S1_CAIHDJAA_00753
S1_CAIHDJAA_00786	S1_CAIHDJAA_00786
S1_CAIHDJAA_00818	S1_CAIHDJAA_00818
S1_CAIHDJAA_00854	S1_CAIHDJAA_00854
S1_CAIHDJAA_00886	S1_CAIHDJAA_00886
S1_CAIHDJAA_00918	S1_CAIHDJAA_00918
S1_CAIHDJAA_00950	S1_CAIHDJAA_00950
S1_CAIHDJAA_00982	S1_CAIHDJAA_00982
S1_CAIHDJAA_01016	S1_CAIHDJAA_01016
S1_CAIHDJAA_01049	S1_CAIHDJAA_01049
S1_CAIHDJAA_01081	S1_CAIHDJAA_01081
S1_CAIHDJAA_01113	S1_CAIHDJAA_01113
S1_CAIHDJAA_01145	S1_CAIHDJAA_01145
S1_CAIHDJAA_01178	S1_CAIHDJAA_01178
S1_CAIHDJAA_01210	S1_CAIHDJAA_01210
S1_CAIHDJAA_01250	S1_CAIHDJAA_01250
S1_CAIHDJAA_01282	S1_CAIHDJAA_01282
S1_CAIHDJAA_01320	S1_CAIHDJAA_01320
S1_CAIHDJAA_01352	S1_CAIHDJAA_01352
S1_CAIHDJAA_01385	S1_CAIHDJAA_01385
S1_CAIHDJAA_01417	S1_CAIHDJAA_01417
S1_CAIHDJAA_01449	S1_CAIHDJAA_01449
S1_CAIHDJAA_01481	S1_CAIHDJAA_01481
S1_CAIHDJAA_01516	S1_CAIHDJAA_01516
S1_CAIHDJAA_01549	S1_CAIHDJAA_01549
S1_CAIHDJAA_01581	S1_CAIHDJAA_01581
S1_CAIHDJAA_01613	S1_CAIHDJAA_01613
S1_CAIHDJAA_01645	S1_CAIHDJAA_01645
S1_CAIHDJAA_01678	S1_CAIHDJAA_01678
S1_CAIHDJAA_01710	S1_CAIHDJAA_01710
S1_CAIHDJAA_01742	S1_CAIHDJAA_01742
S1_CAIHDJAA_01775	S1_CAIHDJAA_01775
S1_CAIHDJAA_01807	S1_CAIHDJAA_01807
S1_CAIHDJAA_01842	S1_CAIHDJAA_01842
S1_CAIHDJAA_01874	S1_CAIHDJAA_01874
S1_CAIHDJAA_01906	S1_CAIHDJAA_01906
S1_CAIHDJAA_01938	S1_CAIHDJAA_01938
S1_CAIHDJAA_01974	S1_CAIHDJAA_01974
S1_CAIHDJAA_02006	S1_CAIHDJAA_02006
S1_CAIHDJAA_02038	S1_CAIHDJAA_02038
S1_CAIHDJAA_02073	S1_CAIHDJAA_02073
S1_CAIHDJAA_02106	S1_CAIHDJAA_02106
S1_CAIHDJAA_02140	S1_CAIHDJAA_02140
S1_CAIHDJAA_02173	S1_CAIHDJAA_02173
S1_CAIHDJAA_02205	S1_CAIHDJAA_02205
S1_CAIHDJAA_02237	S1_CAIHDJAA_02237
S1_CAIHDJAA_02269	S1_CAIHDJAA_02269
S1_CAIHDJAA_02301	S1_CAIHDJAA_02301
S1_CAIHDJAA_02333	S1_CAIHDJAA_02333
S1_CAIHDJAA_02365	S1_CAIHDJAA_02365
S1_CAIHDJAA_02397	S1_CAIHDJAA_02397
S1_CAIHDJAA_02429	S1_CAIHDJAA_02429
S2_OGNIMOKN_00029	S2_OGNIMOKN_00029
S2_OGNIMOKN_00061	S2_OGNIMOKN_00061
S2_OGNIMOKN_00093	S2_OGNIMOKN_00093
S2_OGNIMOKN_00130	S2_OGNIMOKN_00130
S2_OGNIMOKN_00162	S2_OGNIMOKN_00162
S2_OGNIMOKN_00228	S2_OGNIMOKN_00228
S2_OGNIMOKN_00325	S2_OGNIMOKN_00325
S2_OGNIMOKN_00357	S2_OGNIMOKN_00357
S2_OGNIMOKN_00357	S3_LLLPBJCP_04370
S2_OGNIMOKN_00357	S3_LLLPBJCP_02712
S2_OGNIMOKN_00390	S2_OGNIMOKN_00390
S2_OGNIMOKN_00427	S2_OGNIMOKN_00427
S2_OGNIMOKN_00461	S2_OGNIMOKN_00461
S2_OGNIMOKN_00494	S2_OGNIMOKN_00494
S2_OGNIMOKN_00527	S2_OGNIMOKN_00527
S2_OGNIMOKN_00559	S2_OGNIMOKN_00559
S2_OGNIMOKN_00655	S2_OGNIMOKN_00655
S2_OGNIMOKN_00655	S3_LLLPBJCP_09888
S2_OGNIMOKN_00687	S2_OGNIMOKN_00687
S2_OGNIMOKN_00784	S2_OGNIMOKN_00784
S2_OGNIMOKN_00848	S2_OGNIMOKN_00848
S2_OGNIMOKN_00880	S2_OGNIMOKN_00880
S2_OGNIMOKN_00979	S2_OGNIMOKN_00979
S2_OGNIMOKN_00979	S3_LLLPBJCP_12376
S2_OGNIMOKN_00979	S3_LLLPBJCP_13665
S2_OGNIMOKN_00979	S2_OGNIMOKN_05145
S2_OGNIMOKN_01011	S2_OGNIMOKN_01011
S2_OGNIMOKN_01046	S2_OGNIMOKN_01046
S2_OGNIMOKN_01078	S2_OGNIMOKN_01078
S2_OGNIMOKN_01177	S2_OGNIMOKN_01177
S2_OGNIMOKN_01247	S2_OGNIMOKN_01247
S2_OGNIMOKN_01279	S2_OGNIMOKN_01279
S2_OGNIMOKN_01311	S2_OGNIMOKN_01311
S2_OGNIMOKN_01343	S2_OGNIMOKN_01343
S2_OGNIMOKN_01409	S2_OGNIMOKN_01409
S2_OGNIMOKN_01409	S2_OGNIMOKN_21623
S2_OGNIMOKN_01409	S3_LLLPBJCP_00175
S2_OGNIMOKN_01441	S2_OGNIMOKN_01441
S2_OGNIMOKN_01476	S2_OGNIMOKN_01476
S2_OGNIMOKN_01508	S2_OGNIMOKN_01508
S2_OGNIMOKN_01540	S2_OGNIMOKN_01540
S2_OGNIMOKN_01572	S2_OGNIMOKN_01572
S2_OGNIMOKN_01605	S2_OGNIMOKN_01605
S2_OGNIMOKN_01605	S3_LLLPBJCP_02168
S2_OGNIMOKN_01605	S3_LLLPBJCP_13529
S2_OGNIMOKN_01637	S2_OGNIMOKN_01637
S2_OGNIMOKN_01670	S2_OGNIMOKN_01670
S2_OGNIMOKN_01768	S2_OGNIMOKN_01768
S2_OGNIMOKN_01834	S2_OGNIMOKN_01834
S2_OGNIMOKN_01834	S2_OGNIMOKN_11864
S2_OGNIMOKN_01834	S3_LLLPBJCP_01644
S2_OGNIMOKN_01869	S2_OGNIMOKN_01869
S2_OGNIMOKN_01902	S2_OGNIMOKN_01902
S2_OGNIMOKN_01902	S3_LLLPBJCP_05521
S2_OGNIMOKN_02001	S2_OGNIMOKN_02001
S2_OGNIMOKN_02034	S2_OGNIMOKN_02034
S2_OGNIMOKN_02066	S2_OGNIMOKN_02066
S2_OGNIMOKN_02130	S2_OGNIMOKN_02130
S2_OGNIMOKN_02165	S2_OGNIMOKN_02165
S2_OGNIMOKN_02198	S2_OGNIMOKN_02198
S2_OGNIMOKN_02238	S2_OGNIMOKN_02238
S2_OGNIMOKN_02304	S2_OGNIMOKN_02304
S2_OGNIMOKN_02337	S2_OGNIMOKN_02337
S2_OGNIMOKN_02370	S2_OGNIMOKN_02370
S2_OGNIMOKN_02370	S3_LLLPBJCP_02858
S2_OGNIMOKN_02403	S2_OGNIMOKN_02403
S2_OGNIMOKN_02468	S2_OGNIMOKN_02468
S2_OGNIMOKN_02500	S2_OGNIMOKN_02500
S2_OGNIMOKN_02533	S2_OGNIMOKN_02533
S2_OGNIMOKN_02565	S2_OGNIMOKN_02565
S2_OGNIMOKN_02601	S2_OGNIMOKN_02601
S2_OGNIMOKN_02636	S2_OGNIMOKN_02636
S2_OGNIMOKN_02668	S2_OGNIMOKN_02668
S2_OGNIMOKN_02732	S2_OGNIMOKN_02732
S2_OGNIMOKN_02798	S2_OGNIMOKN_02798
S2_OGNIMOKN_02830	S2_OGNIMOKN_02830
S2_OGNIMOKN_02862	S2_OGNIMOKN_02862
S2_OGNIMOKN_02894	S2_OGNIMOKN_02894
S2_OGNIMOKN_02960	S2_OGNIMOKN_02960
S2_OGNIMOKN_03024	S2_OGNIMOKN_03024
S2_OGNIMOKN_03057	S2_OGNIMOKN_03057
S2_OGNIMOKN_03091	S2_OGNIMOKN_03091
S2_OGNIMOKN_03123	S2_OGNIMOKN_03123
S2_OGNIMOKN_03155	S2_OGNIMOKN_03155
S2_OGNIMOKN_03187	S2_OGNIMOKN_03187
S2_OGNIMOKN_03219	S2_OGNIMOKN_03219
S2_OGNIMOKN_03283	S2_OGNIMOKN_03283
S2_OGNIMOKN_03348	S2_OGNIMOKN_03348
S2_OGNIMOKN_03380	S2_OGNIMOKN_03380
S2_OGNIMOKN_03413	S2_OGNIMOKN_03413
S2_OGNIMOKN_03445	S2_OGNIMOKN_03445
S2_OGNIMOKN_03477	S2_OGNIMOKN_03477
S2_OGNIMOKN_03512	S2_OGNIMOKN_03512
S2_OGNIMOKN_03546	S2_OGNIMOKN_03546
S2_OGNIMOKN_03546	S3_LLLPBJCP_08662
S2_OGNIMOKN_03614	S2_OGNIMOKN_03614
S2_OGNIMOKN_03646	S2_OGNIMOKN_03646
S2_OGNIMOKN_03712	S2_OGNIMOKN_03712
S2_OGNIMOKN_03744	S2_OGNIMOKN_03744
S2_OGNIMOKN_03777	S2_OGNIMOKN_03777
S2_OGNIMOKN_03809	S2_OGNIMOKN_03809
S2_OGNIMOKN_03809	S2_OGNIMOKN_08583
S2_OGNIMOKN_03809	S3_LLLPBJCP_10421
S2_OGNIMOKN_03809	S3_LLLPBJCP_00672
S2_OGNIMOKN_03874	S2_OGNIMOKN_03874
S2_OGNIMOKN_04068	S2_OGNIMOKN_04068
S2_OGNIMOKN_04102	S2_OGNIMOKN_04102
S2_OGNIMOKN_04168	S2_OGNIMOKN_04168
S2_OGNIMOKN_04202	S2_OGNIMOKN_04202
S2_OGNIMOKN_04235	S2_OGNIMOKN_04235
S2_OGNIMOKN_04267	S2_OGNIMOKN_04267
S2_OGNIMOKN_04300	S2_OGNIMOKN_04300
S2_OGNIMOKN_04333	S2_OGNIMOKN_04333
S2_OGNIMOKN_04397	S2_OGNIMOKN_04397
S2_OGNIMOKN_04532	S2_OGNIMOKN_04532
S2_OGNIMOKN_04564	S2_OGNIMOKN_04564
S2_OGNIMOKN_04596	S2_OGNIMOKN_04596
S2_OGNIMOKN_04629	S2_OGNIMOKN_04629
S2_OGNIMOKN_04661	S2_OGNIMOKN_04661
S2_OGNIMOKN_04693	S2_OGNIMOKN_04693
S2_OGNIMOKN_04725	S2_OGNIMOKN_04725
S2_OGNIMOKN_04758	S2_OGNIMOKN_04758
S2_OGNIMOKN_04862	S2_OGNIMOKN_04862
S2_OGNIMOKN_04927	S2_OGNIMOKN_04927
S2_OGNIMOKN_04960	S2_OGNIMOKN_04960
S2_OGNIMOKN_04993	S2_OGNIMOKN_04993
S2_OGNIMOKN_05058	S2_OGNIMOKN_05058
S2_OGNIMOKN_05090	S2_OGNIMOKN_05090
S2_OGNIMOKN_05122	S2_OGNIMOKN_05122
S2_OGNIMOKN_05157	S2_OGNIMOKN_05157
S2_OGNIMOKN_05286	S2_OGNIMOKN_05286
S2_OGNIMOKN_05351	S2_OGNIMOKN_05351
S2_OGNIMOKN_05383	S2_OGNIMOKN_05383
S2_OGNIMOKN_05415	S2_OGNIMOKN_05415
S2_OGNIMOKN_05447	S2_OGNIMOKN_05447
S2_OGNIMOKN_05479	S2_OGNIMOKN_05479
S2_OGNIMOKN_05511	S2_OGNIMOKN_05511
S2_OGNIMOKN_05545	S2_OGNIMOKN_05545
S2_OGNIMOKN_05545	S3_LLLPBJCP_09064
S2_OGNIMOKN_05610	S2_OGNIMOKN_05610
S2_OGNIMOKN_05642	S2_OGNIMOKN_05642
S2_OGNIMOKN_05675	S2_OGNIMOKN_05675
S2_OGNIMOKN_05707	S2_OGNIMOKN_05707
S2_OGNIMOKN_05773	S2_OGNIMOKN_05773
S2_OGNIMOKN_05838	S2_OGNIMOKN_05838
S2_OGNIMOKN_05870	S2_OGNIMOKN_05870
S2_OGNIMOKN_05935	S2_OGNIMOKN_05935
S2_OGNIMOKN_06005	S2_OGNIMOKN_06005
S2_OGNIMOKN_06037	S2_OGNIMOKN_06037
S2_OGNIMOKN_06170	S2_OGNIMOKN_06170
S2_OGNIMOKN_06235	S2_OGNIMOKN_06235
S2_OGNIMOKN_06300	S2_OGNIMOKN_06300
S2_OGNIMOKN_06332	S2_OGNIMOKN_06332
S2_OGNIMOKN_06332	S3_LLLPBJCP_08003
S2_OGNIMOKN_06332	S3_LLLPBJCP_14832
S2_OGNIMOKN_06397	S2_OGNIMOKN_06397
S2_OGNIMOKN_06462	S2_OGNIMOKN_06462
S2_OGNIMOKN_06494	S2_OGNIMOKN_06494
S2_OGNIMOKN_06526	S2_OGNIMOKN_06526
S2_OGNIMOKN_06558	S2_OGNIMOKN_06558
S2_OGNIMOKN_06591	S2_OGNIMOKN_06591
S2_OGNIMOKN_06623	S2_OGNIMOKN_06623
S2_OGNIMOKN_06655	S2_OGNIMOKN_06655
S2_OGNIMOKN_06687	S2_OGNIMOKN_06687
S2_OGNIMOKN_06719	S2_OGNIMOKN_06719
S2_OGNIMOKN_06751	S2_OGNIMOKN_06751
S2_OGNIMOKN_06783	S2_OGNIMOKN_06783
S2_OGNIMOKN_06816	S2_OGNIMOKN_06816
S2_OGNIMOKN_06849	S2_OGNIMOKN_06849
S2_OGNIMOKN_06883	S2_OGNIMOKN_06883
S2_OGNIMOKN_06947	S2_OGNIMOKN_06947
S2_OGNIMOKN_06947	S3_LLLPBJCP_07297
S2_OGNIMOKN_06979	S2_OGNIMOKN_06979
S2_OGNIMOKN_07013	S2_OGNIMOKN_07013
S2_OGNIMOKN_07045	S2_OGNIMOKN_07045
S2_OGNIMOKN_07078	S2_OGNIMOKN_07078
S2_OGNIMOKN_07110	S2_OGNIMOKN_07110
S2_OGNIMOKN_07142	S2_OGNIMOKN_07142
S2_OGNIMOKN_07174	S2_OGNIMOKN_07174
S2_OGNIMOKN_07207	S2_OGNIMOKN_07207
S2_OGNIMOKN_07271	S2_OGNIMOKN_07271
S2_OGNIMOKN_07303	S2_OGNIMOKN_07303
S2_OGNIMOKN_07336	S2_OGNIMOKN_07336
